Chart Recorder Data File Tue, Oct 27, 2015 12:47 PM
Time (s)	CH1 (V)  	CH2 (V)  
12:28:35.744	0.087670	0.175784
12:28:35.844	0.087670	0.175468
12:28:35.944	0.087351	0.175468
12:28:36.044	0.085436	0.175784
12:28:36.144	0.086074	0.176416
12:28:36.244	0.084797	0.176100
12:28:36.344	0.084159	0.176732
12:28:36.444	0.084478	0.177995
12:28:36.544	0.083201	0.177364
12:28:36.644	0.083521	0.178311
12:28:36.744	0.082882	0.175784
12:28:36.844	0.082882	0.178943
12:28:36.944	0.081605	0.177680
12:28:37.044	0.081925	0.177364
12:28:37.144	0.081286	0.175468
12:28:37.244	0.080967	0.174520
12:28:37.344	0.080648	0.173888
12:28:37.444	0.080648	0.173572
12:28:37.544	0.079690	0.172941
12:28:37.644	0.080010	0.172941
12:28:37.744	0.079052	0.173572
12:28:37.844	0.078414	0.175152
12:28:37.944	0.077456	0.175468
12:28:38.044	0.077456	0.175152
12:28:38.144	0.077137	0.174520
12:28:38.244	0.075860	0.175152
12:28:38.344	0.075860	0.175152
12:28:38.444	0.075541	0.175784
12:28:38.544	0.074584	0.176100
12:28:38.644	0.074903	0.177364
12:28:38.744	0.073626	0.176416
12:28:38.844	0.073626	0.178627
12:28:38.944	0.072669	0.177364
12:28:39.043	0.072030	0.177995
12:28:39.143	0.072349	0.176416
12:28:39.243	0.071711	0.176416
12:28:39.343	0.071711	0.177048
12:28:39.443	0.070434	0.175468
12:28:39.543	0.070115	0.174836
12:28:39.643	0.069796	0.175152
12:28:39.743	0.070434	0.175468
12:28:39.843	0.069796	0.173888
12:28:39.943	0.068519	0.174836
12:28:40.043	0.068838	0.176732
12:28:40.143	0.067562	0.174520
12:28:40.243	0.067562	0.174836
12:28:40.343	0.067562	0.173888
12:28:40.443	0.067562	0.173572
12:28:40.543	0.066923	0.174204
12:28:40.643	0.066285	0.176100
12:28:40.743	0.065966	0.174836
12:28:40.843	0.065647	0.174520
12:28:40.943	0.065328	0.174836
12:28:41.043	0.064051	0.173888
12:28:41.143	0.064051	0.174836
12:28:41.243	0.063093	0.176416
12:28:41.343	0.062774	0.177680
12:28:41.443	0.062455	0.175468
12:28:41.543	0.062774	0.175468
12:28:41.643	0.062455	0.176732
12:28:41.743	0.061817	0.175468
12:28:41.843	0.060540	0.173257
12:28:41.943	0.060859	0.173257
12:28:42.043	0.060221	0.174520
12:28:42.143	0.059902	0.172941
12:28:42.243	0.059582	0.172625
12:28:42.343	0.059263	0.172625
12:28:42.443	0.058306	0.172309
12:28:42.543	0.057987	0.174520
12:28:42.643	0.057667	0.173257
12:28:42.743	0.057987	0.173888
12:28:42.843	0.057029	0.174836
12:28:42.943	0.056391	0.174520
12:28:43.043	0.055433	0.172941
12:28:43.143	0.055433	0.172941
12:28:43.243	0.053837	0.172309
