Neel Temperature Data File
Tuesday, November 17, 2015 - 2:29 PM

Time (S)	Wheatstone (mV)	Temp (mV)
637.82	5.106	1.600
638.37	5.105	1.608
638.92	5.094	1.603
639.47	5.099	1.608
640.03	5.098	1.594
640.58	5.116	1.606
641.14	5.132	1.605
641.69	5.113	1.608
642.24	5.113	1.611
642.79	5.121	1.602
643.35	5.138	1.606
643.90	5.143	1.611
644.45	5.156	1.608
645.00	5.147	1.606
645.55	5.158	1.608
646.11	5.160	1.606
646.66	5.142	1.611
647.21	5.155	1.608
647.76	5.157	1.603
648.31	5.172	1.614
648.87	5.181	1.614
649.42	5.187	1.611
649.97	5.186	1.608
650.52	5.196	1.623
651.07	5.186	1.611
651.63	5.182	1.614
652.17	5.208	1.617
652.72	5.205	1.611
653.27	5.216	1.608
653.83	5.197	1.606
654.38	5.221	1.617
654.93	5.227	1.611
655.48	5.242	1.611
656.03	5.237	1.614
656.59	5.249	1.611
657.14	5.250	1.608
657.69	5.242	1.614
658.24	5.255	1.608
658.79	5.232	1.611
659.35	5.240	1.606
659.90	5.252	1.620
660.45	5.270	1.608
661.00	5.288	1.669
661.55	5.288	1.611
662.11	5.289	1.608
662.66	5.293	1.614
663.21	5.292	1.608
663.76	5.302	1.608
664.31	5.312	1.611
664.87	5.324	1.617
665.42	5.329	1.611
665.97	5.330	1.611
666.52	5.333	1.611
667.07	5.335	1.614
667.63	5.333	1.608
668.18	5.328	1.614
668.73	5.324	1.608
669.28	5.327	1.611
669.83	5.326	1.614
670.39	5.324	1.611
670.94	5.319	1.606
671.49	5.318	1.611
672.04	5.324	1.608
672.59	5.330	1.608
673.15	5.339	1.617
673.70	5.344	1.617
674.25	5.335	1.617
674.80	5.329	1.608
675.35	5.329	1.611
675.91	5.329	1.608
676.46	5.337	1.614
677.01	5.335	1.611
677.56	5.343	1.611
678.11	5.352	1.611
678.67	5.346	1.611
679.22	5.348	1.608
679.77	5.353	1.611
680.32	5.354	1.614
680.87	5.356	1.611
681.43	5.358	1.614
681.98	5.360	1.611
682.53	5.362	1.608
683.08	5.367	1.614
683.63	5.368	1.614
684.19	5.368	1.614
684.74	5.377	1.608
685.29	5.376	1.614
685.84	5.378	1.608
686.39	5.382	1.614
686.95	5.385	1.617
687.50	5.387	1.611
688.06	5.389	1.614
688.61	5.390	1.614
689.16	5.401	1.611
689.76	5.393	1.615
690.31	5.403	1.614
690.87	5.400	1.620
691.42	5.397	1.614
691.97	5.411	1.617
692.52	5.406	1.611
693.07	5.406	1.608
693.63	5.418	1.608
694.18	5.416	1.611
694.73	5.418	1.617
695.28	5.428	1.611
695.82	5.429	1.615
696.38	5.432	1.614
696.93	5.423	1.611
697.49	5.419	1.614
698.05	5.427	1.608
698.61	5.428	1.611
699.16	5.430	1.614
699.71	5.435	1.608
700.27	5.425	1.614
700.82	5.434	1.614
701.37	5.434	1.608
701.92	5.419	1.617
702.47	5.418	1.603
703.03	5.420	1.611
703.58	5.437	1.606
704.13	5.431	1.608
704.68	5.447	1.611
705.23	5.449	1.614
705.79	5.439	1.614
706.34	5.448	1.623
706.89	5.429	1.611
707.44	5.428	1.614
707.99	5.433	1.608
708.55	5.452	1.611
709.10	5.453	1.614
709.65	5.452	1.608
710.20	5.459	1.611
710.75	5.467	1.614
711.31	5.456	1.617
711.86	5.440	1.617
712.41	5.450	1.620
712.96	5.443	1.606
713.52	5.457	1.611
714.07	5.464	1.614
714.63	5.453	1.603
715.18	5.454	1.620
715.73	5.450	1.608
716.28	5.466	1.611
716.83	5.477	1.614
717.39	5.472	1.608
717.95	5.464	1.614
718.55	5.461	1.614
719.10	5.455	1.614
719.65	5.466	1.614
720.20	5.486	1.617
720.74	5.466	1.617
721.29	5.494	1.617
721.84	5.489	1.617
722.39	5.482	1.617
722.95	5.482	1.614
723.51	5.491	1.608
724.07	5.478	1.617
724.60	5.491	1.611
725.15	5.494	1.611
725.71	5.500	1.614
726.26	5.491	1.611
726.81	5.495	1.614
727.36	5.505	1.614
727.92	5.496	1.617
728.47	5.498	1.611
729.03	5.495	1.617
729.58	5.503	1.617
730.13	5.500	1.608
730.68	5.484	1.617
731.23	5.483	1.611
731.79	5.490	1.617
732.34	5.481	1.611
732.89	5.503	1.611
733.44	5.506	1.620
733.99	5.503	1.617
734.55	5.512	1.608
735.10	5.517	1.623
735.65	5.500	1.611
736.20	5.490	1.611
736.75	5.494	1.617
737.31	5.494	1.611
737.86	5.507	1.617
738.41	5.513	1.617
738.96	5.515	1.614
739.51	5.513	1.614
740.07	5.518	1.617
740.62	5.519	1.614
741.17	5.502	1.608
741.72	5.501	1.614
742.27	5.504	1.608
742.83	5.520	1.614
743.38	5.516	1.611
743.93	5.526	1.620
744.48	5.521	1.620
745.03	5.524	1.626
745.59	5.527	1.608
746.14	5.512	1.617
746.69	5.507	1.614
747.24	5.510	1.617
747.79	5.529	1.611
748.35	5.518	1.618
748.89	5.507	1.608
749.44	5.516	1.611
749.99	5.528	1.608
750.62	5.549	1.619
751.23	5.531	1.611
751.90	5.524	1.624
752.58	5.547	1.611
753.14	5.539	1.614
753.69	5.522	1.611
754.24	5.515	1.603
754.79	5.524	1.620
755.35	5.550	1.626
755.90	5.532	1.614
756.45	5.543	1.611
757.00	5.540	1.614
757.55	5.537	1.600
758.11	5.558	1.617
758.67	5.529	1.608
759.21	5.542	1.611
759.76	5.542	1.608
760.71	5.503	1.619
761.27	5.549	1.614
761.83	5.532	1.614
762.39	5.545	1.614
762.94	5.551	1.614
763.49	5.543	1.614
764.04	5.528	1.617
764.61	5.531	1.611
765.16	5.522	1.615
765.71	5.531	1.611
766.27	5.547	1.623
766.82	5.542	1.611
767.37	5.550	1.608
767.92	5.543	1.620
768.47	5.544	1.614
769.03	5.549	1.608
769.58	5.529	1.617
770.13	5.525	1.611
770.68	5.530	1.611
771.23	5.546	1.608
771.83	5.543	1.611
772.39	5.524	1.617
772.94	5.553	1.614
773.49	5.552	1.620
774.04	5.543	1.611
774.59	5.558	1.617
775.15	5.531	1.617
775.70	5.531	1.606
776.25	5.531	1.614
776.80	5.545	1.617
777.35	5.548	1.614
777.91	5.551	1.617
778.46	5.548	1.606
779.01	5.552	1.617
779.56	5.540	1.614
780.11	5.531	1.620
780.67	5.528	1.620
781.22	5.532	1.608
781.77	5.545	1.617
782.32	5.552	1.617
782.87	5.547	1.614
783.43	5.549	1.608
783.98	5.546	1.611
784.53	5.530	1.611
785.08	5.529	1.617
785.63	5.532	1.600
786.19	5.539	1.608
786.74	5.554	1.620
787.29	5.549	1.611
787.84	5.553	1.608
788.39	5.546	1.611
788.95	5.553	1.608
789.50	5.530	1.614
790.05	5.531	1.617
790.60	5.535	1.614
791.15	5.554	1.608
791.71	5.543	1.611
792.26	5.552	1.614
792.81	5.547	1.620
793.36	5.550	1.620
793.91	5.553	1.614
794.47	5.530	1.614
795.02	5.529	1.603
795.57	5.529	1.608
796.13	5.545	1.614
796.68	5.529	1.611
797.23	5.531	1.611
797.79	5.527	1.617
798.34	5.531	1.617
798.89	5.546	1.611
799.44	5.547	1.614
799.98	5.545	1.605
800.53	5.541	1.614
801.08	5.556	1.617
801.63	5.529	1.614
802.19	5.526	1.615
802.74	5.532	1.608
803.29	5.548	1.611
803.84	5.537	1.617
804.39	5.547	1.606
804.95	5.540	1.614
805.50	5.543	1.611
806.04	5.541	1.614
806.59	5.539	1.614
807.13	5.519	1.617
807.68	5.548	1.614
808.23	5.529	1.611
808.79	5.525	1.611
809.32	5.541	1.618
809.87	5.556	1.611
810.43	5.537	1.608
810.98	5.539	1.617
811.53	5.541	1.608
812.08	5.545	1.606
812.63	5.537	1.608
813.19	5.520	1.617
813.74	5.520	1.620
814.29	5.518	1.617
814.85	5.531	1.603
815.44	5.534	1.614
815.99	5.535	1.608
816.55	5.531	1.614
817.10	5.536	1.608
817.65	5.532	1.620
818.20	5.514	1.611
818.75	5.517	1.620
819.31	5.515	1.614
819.86	5.530	1.617
820.41	5.527	1.620
820.96	5.529	1.603
821.51	5.528	1.603
822.07	5.528	1.614
822.62	5.509	1.614
823.17	5.517	1.611
823.72	5.517	1.608
824.27	5.528	1.620
824.83	5.522	1.608
825.38	5.533	1.617
825.93	5.521	1.617
826.48	5.529	1.606
827.03	5.512	1.608
827.59	5.507	1.611
828.14	5.503	1.614
828.69	5.518	1.614
829.24	5.520	1.611
829.79	5.524	1.614
830.35	5.531	1.603
830.90	5.530	1.614
831.45	5.512	1.606
832.00	5.501	1.611
832.55	5.504	1.611
833.11	5.511	1.614
833.66	5.521	1.606
834.21	5.513	1.614
834.76	5.520	1.617
835.30	5.515	1.608
835.85	5.503	1.614
836.40	5.495	1.617
836.95	5.498	1.608
837.51	5.513	1.611
838.06	5.509	1.608
838.61	5.519	1.614
839.16	5.506	1.611
839.71	5.518	1.606
840.27	5.510	1.608
840.82	5.497	1.611
841.37	5.493	1.608
841.92	5.499	1.611
842.47	5.512	1.611
843.03	5.506	1.614
843.58	5.510	1.620
844.13	5.506	1.603
844.68	5.504	1.606
845.23	5.494	1.611
845.79	5.495	1.617
846.34	5.493	1.614
846.89	5.506	1.600
847.44	5.504	1.611
847.99	5.509	1.611
848.55	5.502	1.600
849.11	5.508	1.617
849.64	5.498	1.605
850.19	5.511	1.617
850.75	5.486	1.623
851.31	5.507	1.608
851.85	5.480	1.605
852.41	5.495	1.611
853.15	5.521	1.611
853.70	5.521	1.608
854.26	5.504	1.614
854.82	5.485	1.614
855.37	5.481	1.608
855.91	5.496	1.602
856.45	5.462	1.611
857.00	5.503	1.602
857.55	5.482	1.608
858.11	5.493	1.614
858.66	5.497	1.617
859.21	5.495	1.608
859.76	5.490	1.611
860.31	5.496	1.606
860.87	5.470	1.614
861.42	5.481	1.611
861.97	5.481	1.611
862.52	5.510	1.611
863.07	5.493	1.608
863.63	5.482	1.611
864.18	5.491	1.611
864.73	5.481	1.614
865.28	5.468	1.608
865.83	5.467	1.608
866.39	5.465	1.611
866.94	5.493	1.611
867.49	5.490	1.608
868.04	5.481	1.603
868.62	5.485	1.617
869.17	5.469	1.620
869.71	5.482	1.608
870.27	5.456	1.608
870.82	5.454	1.606
871.37	5.471	1.611
871.92	5.481	1.617
872.47	5.481	1.608
873.03	5.479	1.606
873.58	5.474	1.608
874.13	5.466	1.603
874.69	5.468	1.600
875.24	5.473	1.597
875.79	5.468	1.600
876.35	5.473	1.611
876.90	5.452	1.606
877.45	5.459	1.606
878.00	5.454	1.608
878.55	5.461	1.603
879.11	5.466	1.608
879.66	5.461	1.608
880.21	5.463	1.600
880.76	5.458	1.611
881.31	5.441	1.608
881.87	5.447	1.614
882.42	5.443	1.611
882.97	5.468	1.611
883.52	5.466	1.603
884.07	5.457	1.608
884.63	5.462	1.597
885.18	5.456	1.606
885.73	5.441	1.608
886.28	5.437	1.600
886.83	5.440	1.608
887.39	5.455	1.606
887.94	5.452	1.611
888.49	5.465	1.608
889.04	5.456	1.608
889.59	5.455	1.608
890.15	5.434	1.603
890.70	5.431	1.606
891.25	5.432	1.606
891.80	5.447	1.600
892.35	5.444	1.606
892.91	5.448	1.608
893.46	5.449	1.614
894.01	5.454	1.594
894.56	5.447	1.597
895.11	5.435	1.611
895.67	5.441	1.608
896.22	5.437	1.597
896.76	5.445	1.602
897.31	5.431	1.603
897.87	5.426	1.608
898.42	5.429	1.611
898.97	5.444	1.597
899.52	5.433	1.600
900.07	5.443	1.594
900.63	5.432	1.606
901.18	5.439	1.606
901.73	5.419	1.611
902.28	5.416	1.608
902.83	5.418	1.603
903.39	5.433	1.614
903.94	5.433	1.594
904.49	5.437	1.597
905.04	5.431	1.597
905.59	5.433	1.606
906.15	5.412	1.597
906.70	5.410	1.603
907.25	5.412	1.597
907.80	5.423	1.606
908.35	5.430	1.606
908.91	5.425	1.608
909.46	5.429	1.606
910.01	5.423	1.600
910.56	5.408	1.600
911.11	5.405	1.594
911.67	5.423	1.588
912.23	5.429	1.606
912.78	5.408	1.594
913.33	5.404	1.597
913.88	5.403	1.600
914.43	5.402	1.606
914.99	5.424	1.600
915.55	5.390	1.594
916.11	5.408	1.596
916.66	5.421	1.608
917.21	5.411	1.597
917.76	5.391	1.585
918.31	5.396	1.603
918.87	5.393	1.600
919.42	5.403	1.603
919.97	5.403	1.583
920.52	5.402	1.600
921.07	5.406	1.594
921.63	5.392	1.600
922.18	5.407	1.597
922.73	5.383	1.597
923.28	5.375	1.603
923.83	5.379	1.588
924.39	5.393	1.600
924.94	5.387	1.591
925.49	5.398	1.594
926.04	5.394	1.603
926.59	5.399	1.591
927.15	5.378	1.594
927.71	5.380	1.585
928.26	5.391	1.588
928.81	5.387	1.591
929.36	5.383	1.588
929.91	5.367	1.597
930.45	5.388	1.587
931.00	5.369	1.588
931.62	5.400	1.587
932.35	5.373	1.590
932.89	5.372	1.593
933.45	5.362	1.583
934.00	5.361	1.588
934.55	5.369	1.583
935.11	5.378	1.588
935.66	5.377	1.597
936.21	5.382	1.591
936.76	5.367	1.580
937.32	5.351	1.591
937.87	5.344	1.587
938.40	5.365	1.590
938.98	5.382	1.599
939.79	5.355	1.581
940.35	5.366	1.585
940.90	5.329	1.593
941.47	5.357	1.585
942.03	5.351	1.585
942.58	5.360	1.588
943.13	5.351	1.583
943.69	5.334	1.585
944.24	5.359	1.588
944.79	5.347	1.588
945.35	5.354	1.591
945.90	5.337	1.574
946.45	5.334	1.583
947.00	5.346	1.574
947.59	5.344	1.574
948.14	5.343	1.577
948.69	5.348	1.594
949.24	5.340	1.588
949.79	5.347	1.581
950.34	5.337	1.583
950.89	5.341	1.594
951.44	5.336	1.588
951.99	5.350	1.577
952.55	5.329	1.577
953.10	5.320	1.585
953.65	5.318	1.588
954.20	5.333	1.585
954.75	5.333	1.577
955.29	5.309	1.584
955.85	5.298	1.583
956.40	5.346	1.572
956.94	5.322	1.578
957.47	5.330	1.587
958.03	5.311	1.580
958.59	5.327	1.580
959.14	5.326	1.582
959.69	5.335	1.574
960.24	5.323	1.568
960.80	5.333	1.575
961.33	5.295	1.578
961.88	5.304	1.583
962.45	5.320	1.572
962.99	5.316	1.572
963.55	5.295	1.580
964.10	5.293	1.574
964.79	5.298	1.573
965.79	5.298	1.580
966.35	5.290	1.588
966.89	5.285	1.576
967.44	5.304	1.585
967.98	5.273	1.576
968.53	5.283	1.580
969.11	5.304	1.581
969.66	5.298	1.574
970.21	5.283	1.571
970.77	5.303	1.584
971.32	5.301	1.571
971.88	5.300	1.571
972.43	5.288	1.581
972.98	5.254	1.566
973.53	5.297	1.568
974.07	5.306	1.572
974.63	5.314	1.576
975.32	5.309	1.562
975.87	5.303	1.580
976.43	5.278	1.571
977.03	5.265	1.583
977.59	5.287	1.571
978.14	5.293	1.562
978.69	5.296	1.559
979.26	5.294	1.569
979.83	5.284	1.578
980.38	5.298	1.578
980.92	5.282	1.566
981.47	5.266	1.572
982.02	5.255	1.578
982.58	5.286	1.566
983.14	5.256	1.582
983.67	5.254	1.573
984.23	5.262	1.578
984.91	5.291	1.571
985.72	5.285	1.562
986.35	5.266	1.576
986.90	5.287	1.578
987.45	5.233	1.578
988.03	5.281	1.576
988.59	5.277	1.566
989.13	5.280	1.569
989.68	5.261	1.575
990.21	5.282	1.578
990.76	5.258	1.569
991.32	5.251	1.572
991.86	5.253	1.566
992.42	5.249	1.570
992.97	5.243	1.572
993.51	5.275	1.576
994.05	5.267	1.579
994.59	5.233	1.576
995.15	5.247	1.572
995.70	5.246	1.565
996.25	5.247	1.565
996.79	5.212	1.575
997.32	5.227	1.559
997.88	5.242	1.562
998.45	5.226	1.571
998.99	5.231	1.573
999.54	5.218	1.566
1000.10	5.216	1.566
1000.64	5.250	1.566
1001.18	5.210	1.569
1001.74	5.228	1.576
1002.30	5.215	1.572
1002.85	5.236	1.562
1003.42	5.228	1.579
1003.97	5.228	1.576
1004.80	5.210	1.571
1005.37	5.189	1.562
1005.96	5.235	1.569
1006.51	5.236	1.562
1007.09	5.202	1.569
1007.64	5.213	1.562
1008.20	5.200	1.562
1008.75	5.197	1.565
1009.31	5.205	1.560
1009.86	5.215	1.571
1010.41	5.215	1.568
1010.95	5.215	1.569
1011.51	5.207	1.560
1012.06	5.194	1.557
1012.61	5.204	1.568
1013.16	5.195	1.571
1013.72	5.213	1.560
1014.27	5.197	1.565
1014.83	5.189	1.562
1015.38	5.193	1.568
1015.93	5.190	1.568
1016.48	5.174	1.571
1017.03	5.171	1.562
1017.59	5.175	1.565
1018.14	5.194	1.565
1018.69	5.186	1.568
1019.24	5.185	1.571
1019.79	5.182	1.568
1020.35	5.174	1.568
1020.90	5.163	1.557
1021.45	5.165	1.565
1022.00	5.161	1.560
1022.55	5.171	1.565
1023.11	5.167	1.557
1023.66	5.175	1.565
1024.21	5.173	1.568
1024.76	5.171	1.562
1025.31	5.160	1.565
1025.87	5.144	1.565
1026.42	5.151	1.557
1026.97	5.148	1.560
1027.52	5.160	1.565
1028.07	5.152	1.557
1028.63	5.152	1.562
1029.18	5.161	1.565
1029.73	5.156	1.562
1030.28	5.136	1.562
1030.83	5.130	1.568
1031.39	5.133	1.562
1031.94	5.154	1.560
1032.49	5.146	1.568
1033.04	5.142	1.565
1033.59	5.140	1.565
1034.15	5.137	1.560
1034.71	5.135	1.560
1035.26	5.134	1.568
1035.81	5.142	1.560
1036.36	5.141	1.562
1036.91	5.137	1.560
1037.47	5.132	1.562
1038.03	5.126	1.562
1038.59	5.109	1.557
1039.14	5.131	1.562
1039.69	5.128	1.565
1040.24	5.126	1.560
1040.79	5.118	1.577
1041.35	5.114	1.562
1041.90	5.102	1.565
1042.45	5.100	1.565
1043.00	5.096	1.562
1043.55	5.115	1.565
1044.09	5.132	1.566
1044.64	5.114	1.551
1045.20	5.099	1.565
1045.75	5.110	1.562
1046.31	5.100	1.557
1046.86	5.107	1.562
1047.41	5.104	1.557
1047.96	5.106	1.559
1048.51	5.086	1.562
1049.07	5.077	1.565
1049.62	5.077	1.562
1050.17	5.100	1.560
1050.72	5.095	1.565
1051.27	5.092	1.565
1051.83	5.083	1.571
1052.38	5.088	1.575
1052.95	5.083	1.562
1053.58	5.099	1.562
1054.39	5.103	1.543
1054.92	5.071	1.557
1055.68	5.101	1.575
1056.71	5.090	1.562
1058.03	5.062	1.556
1058.59	5.067	1.559
1059.15	5.051	1.569
1059.68	5.054	1.562
1060.22	5.053	1.572
1060.76	5.081	1.556
1061.32	5.059	1.568
1061.87	5.061	1.565
1062.43	5.058	1.565
1062.98	5.060	1.551
1063.53	5.034	1.560
1064.07	5.034	1.559
1064.63	5.051	1.565
1065.21	5.056	1.566
1065.76	5.032	1.562
1066.31	5.028	1.554
1066.87	5.024	1.565
1067.43	5.045	1.565
1067.98	5.036	1.565
1068.52	5.030	1.556
1069.07	5.019	1.556
1069.60	5.034	1.562
1070.15	5.041	1.560
1070.71	5.031	1.562
1071.26	5.036	1.560
1071.81	5.023	1.562
1072.36	5.007	1.562
1072.91	5.012	1.560
1073.47	5.013	1.560
1074.01	5.015	1.569
1074.57	5.008	1.557
1075.12	5.023	1.560
1075.67	5.016	1.548
1076.23	5.013	1.560
1076.76	5.010	1.562
1077.31	5.001	1.548
1077.86	5.001	1.566
1078.40	5.013	1.559
1078.95	4.999	1.554
1079.51	4.984	1.560
1080.07	4.993	1.560
1080.62	4.988	1.560
1081.17	4.998	1.554
1081.72	4.997	1.557
1082.27	4.988	1.554
1082.83	4.994	1.557
1083.38	4.992	1.560
1083.93	4.977	1.557
1084.48	4.976	1.562
1085.03	4.969	1.554
1085.57	4.975	1.553
1086.17	4.982	1.560
1086.72	4.981	1.557
1087.26	4.984	1.553
1087.83	4.982	1.562
1088.38	4.976	1.560
1088.93	4.978	1.557
1089.47	4.955	1.550
1090.03	4.969	1.558
1090.96	4.985	1.556
1091.52	4.965	1.554
1092.07	4.966	1.548
1092.66	4.958	1.560
1093.22	4.964	1.547
1093.77	4.945	1.554
1094.33	4.960	1.554
1094.91	4.962	1.559
1095.46	4.962	1.554
1096.01	4.952	1.554
1096.55	4.951	1.547
1097.10	4.955	1.545
1097.63	4.942	1.550
1098.19	4.940	1.551
1098.74	4.938	1.554
1099.29	4.963	1.540
1099.84	4.949	1.557
1100.39	4.938	1.557
1100.94	4.940	1.553
1101.49	4.936	1.551
1102.04	4.931	1.534
1102.59	4.942	1.551
1103.15	4.934	1.545
1103.71	4.915	1.548
1104.26	4.926	1.548
1104.81	4.930	1.548
1105.35	4.908	1.553
1105.92	4.908	1.542
1106.47	4.925	1.548
1107.03	4.927	1.548
1107.59	4.906	1.534
1108.16	4.915	1.551
1108.71	4.912	1.551
1109.25	4.924	1.544
1109.79	4.921	1.547
1110.35	4.921	1.540
1110.90	4.910	1.537
1111.46	4.908	1.542
1112.00	4.889	1.540
1112.54	4.904	1.550
1113.13	4.903	1.548
1113.68	4.899	1.545
1114.24	4.900	1.542
1114.79	4.898	1.548
1115.34	4.874	1.535
1115.89	4.877	1.548
1116.44	4.874	1.545
1116.99	4.891	1.522
1117.55	4.887	1.534
1118.10	4.883	1.540
1118.65	4.893	1.534
1119.20	4.880	1.528
1119.75	4.859	1.540
1120.31	4.865	1.528
1120.86	4.863	1.540
1121.41	4.880	1.517
1121.96	4.869	1.545
1122.51	4.870	1.537
1123.07	4.876	1.545
1123.62	4.871	1.531
1124.17	4.870	1.540
1124.72	4.848	1.540
1125.28	4.859	1.528
1125.82	4.856	1.544
1126.37	4.863	1.538
1126.92	4.851	1.528
1127.47	4.846	1.537
1128.03	4.842	1.537
1128.58	4.849	1.540
1129.13	4.850	1.531
1129.67	4.828	1.538
1130.21	4.846	1.529
1130.76	4.849	1.519
1131.31	4.843	1.534
1131.87	4.839	1.534
1132.42	4.841	1.522
1132.97	4.829	1.522
1133.52	4.816	1.531
1134.08	4.839	1.537
1134.63	4.834	1.525
1135.19	4.831	1.531
1135.75	4.831	1.537
1136.30	4.822	1.528
1136.85	4.828	1.531
1137.40	4.820	1.522
1137.95	4.805	1.528
1138.51	4.803	1.525
1139.06	4.810	1.517
1139.61	4.817	1.517
1140.16	4.820	1.525
1140.71	4.812	1.514
1141.27	4.815	1.525
1141.82	4.804	1.522
1142.37	4.789	1.522
1142.92	4.790	1.522
1143.47	4.791	1.528
1144.03	4.807	1.519
1144.58	4.805	1.522
1145.14	4.798	1.522
1145.69	4.782	1.514
1146.24	4.799	1.519
1146.79	4.788	1.525
1147.35	4.793	1.522
1147.90	4.784	1.537
1148.45	4.797	1.519
1149.00	4.777	1.519
1149.61	4.779	1.519
1150.15	4.769	1.514
1150.69	4.775	1.517
1151.24	4.774	1.519
1151.79	4.787	1.514
1152.35	4.778	1.525
1152.90	4.784	1.522
1153.45	4.773	1.517
1154.00	4.754	1.525
1154.55	4.747	1.522
1155.11	4.779	1.523
1155.67	4.772	1.514
1156.22	4.756	1.522
1156.76	4.769	1.517
1157.52	4.777	1.520
1158.57	4.734	1.514
1159.26	4.770	1.514
1159.94	4.746	1.510
1160.48	4.765	1.510
1161.16	4.764	1.532
1161.79	4.762	1.523
1162.60	4.729	1.507
1163.19	4.760	1.507
1163.73	4.736	1.514
1164.30	4.722	1.526
1164.85	4.742	1.517
1165.43	4.738	1.522
1166.02	4.728	1.523
1166.55	4.716	1.520
1167.10	4.734	1.514
1167.64	4.726	1.523
1168.22	4.731	1.517
1168.75	4.718	1.511
1169.31	4.724	1.511
1169.85	4.730	1.523
1170.40	4.713	1.511
1170.96	4.716	1.496
1171.52	4.704	1.519
1172.08	4.727	1.523
1172.62	4.694	1.521
1173.42	4.695	1.514
1174.16	4.710	1.517
1174.71	4.707	1.514
1175.27	4.702	1.517
1175.82	4.693	1.514
1176.37	4.683	1.514
1176.92	4.680	1.514
1177.47	4.685	1.517
1178.03	4.702	1.517
1178.63	4.706	1.517
1179.19	4.691	1.514
1179.75	4.683	1.514
1180.30	4.687	1.514
1180.85	4.646	1.511
1181.41	4.681	1.511
1181.96	4.672	1.517
1182.51	4.683	1.511
1183.07	4.674	1.514
1183.62	4.660	1.514
1184.16	4.667	1.511
1184.72	4.671	1.514
1185.27	4.650	1.519
1185.82	4.645	1.517
1186.35	4.653	1.514
1186.90	4.669	1.508
1187.43	4.645	1.510
1187.97	4.638	1.514
1188.51	4.652	1.519
1189.06	4.657	1.519
1189.60	4.640	1.514
1190.15	4.648	1.511
1190.69	4.655	1.508
1191.23	4.638	1.517
1191.78	4.649	1.508
1192.32	4.654	1.505
1192.87	4.634	1.514
1193.41	4.640	1.505
1193.95	4.631	1.511
1194.50	4.645	1.519
1195.04	4.636	1.496
1195.59	4.629	1.517
1196.13	4.642	1.505
1196.67	4.647	1.511
1197.22	4.625	1.511
1197.76	4.630	1.508
1198.31	4.633	1.502
1198.85	4.615	1.511
1199.39	4.620	1.511
1199.93	4.631	1.517
1200.47	4.619	1.514
1201.02	4.611	1.517
1201.56	4.613	1.508
1202.11	4.602	1.502
1202.65	4.610	1.514
1203.19	4.615	1.508
1203.74	4.596	1.508
1204.28	4.608	1.514
1204.83	4.604	1.514
1205.38	4.604	1.511
1205.92	4.589	1.508
1206.47	4.601	1.505
1207.01	4.593	1.514
1207.55	4.589	1.508
1208.10	4.598	1.502
1208.64	4.574	1.508
1209.19	4.577	1.505
1209.73	4.589	1.505
1210.27	4.577	1.505
1210.82	4.577	1.502
1211.36	4.581	1.508
1211.91	4.567	1.505
1212.45	4.584	1.508
1212.99	4.572	1.505
1213.54	4.561	1.508
1214.08	4.574	1.514
1214.63	4.573	1.505
1215.19	4.574	1.502
1215.73	4.571	1.517
1216.27	4.552	1.514
1216.82	4.560	1.505
1217.36	4.559	1.494
1217.91	4.540	1.502
1218.45	4.557	1.508
1218.99	4.546	1.511
1219.54	4.563	1.499
1220.07	4.552	1.505
1220.62	4.546	1.502
1221.15	4.549	1.514
1221.70	4.544	1.514
1222.24	4.528	1.494
1222.79	4.546	1.505
1223.34	4.538	1.508
1223.88	4.542	1.499
1224.43	4.529	1.502
1224.97	4.541	1.505
1225.51	4.519	1.496
1226.06	4.538	1.508
1226.60	4.527	1.502
1227.16	4.511	1.505
1227.72	4.527	1.505
1228.27	4.532	1.502
1228.81	4.513	1.499
1229.35	4.529	1.505
1229.90	4.508	1.517
1230.44	4.534	1.501
1231.02	4.510	1.507
1231.56	4.517	1.499
1232.11	4.508	1.505
1232.66	4.519	1.502
1233.20	4.514	1.496
1233.75	4.497	1.502
1234.28	4.510	1.491
1234.84	4.518	1.492
1235.39	4.508	1.499
1235.95	4.498	1.511
1236.49	4.495	1.496
1237.03	4.479	1.502
1237.58	4.497	1.494
1238.12	4.494	1.505
1238.72	4.463	1.500
1240.14	4.500	1.481
1241.73	4.474	1.497
1242.36	4.483	1.499
1242.92	4.491	1.505
1243.48	4.472	1.494
1244.06	4.452	1.494
1244.62	4.460	1.501
1245.17	4.445	1.489
1245.74	4.477	1.499
1246.31	4.481	1.500
1246.87	4.459	1.491
1247.42	4.449	1.501
1247.95	4.442	1.498
1248.49	4.465	1.498
1249.04	4.455	1.505
1249.63	4.442	1.491
1250.16	4.453	1.498
1250.72	4.443	1.489
1251.26	4.433	1.491
1251.82	4.449	1.508
1252.37	4.440	1.471
1252.91	4.451	1.479
1253.44	4.448	1.489
1254.00	4.445	1.482
1254.54	4.410	1.484
1255.10	4.417	1.501
1255.66	4.425	1.488
1256.22	4.432	1.488
1256.77	4.423	1.496
1257.32	4.425	1.489
1257.88	4.440	1.485
1258.44	4.413	1.476
1259.00	4.440	1.479
1259.55	4.436	1.488
1260.09	4.404	1.495
1260.64	4.422	1.480
1261.21	4.397	1.482
1261.76	4.430	1.488
1262.33	4.429	1.482
1262.87	4.406	1.483
1263.45	4.409	1.485
1263.99	4.397	1.486
1264.56	4.401	1.488
1265.14	4.413	1.471
1265.72	4.413	1.491
