Neel Temperature Data File
Tuesday, November 24, 2015 - 9:53 AM

Time (S)	Wheatstone (mV)	Temp (mV)
1594.89	3.350	1.540
1595.92	3.349	1.542
1596.95	3.349	1.541
1597.98	3.345	1.539
1599.01	3.346	1.538
1600.05	3.343	1.540
1601.08	3.341	1.543
1602.11	3.338	1.540
1603.14	3.336	1.540
1604.17	3.336	1.541
1605.21	3.334	1.539
1606.27	3.333	1.542
1607.30	3.332	1.540
1608.33	3.329	1.540
1609.37	3.330	1.539
1610.40	3.330	1.539
1611.43	3.325	1.542
1612.46	3.325	1.540
1613.49	3.323	1.538
1614.53	3.322	1.539
1615.56	3.323	1.538
1616.59	3.326	1.537
1617.62	3.326	1.539
1618.65	3.326	1.539
1619.69	3.322	1.539
1620.72	3.320	1.541
1621.75	3.321	1.539
1622.78	3.320	1.539
1623.84	3.318	1.538
1624.88	3.316	1.539
1625.91	3.314	1.537
1626.94	3.312	1.535
1627.97	3.310	1.535
1629.01	3.308	1.534
1630.04	3.304	1.536
1631.07	3.303	1.540
1632.10	3.301	1.537
1633.13	3.301	1.538
1634.17	3.297	1.533
1635.20	3.296	1.538
1636.23	3.294	1.535
1637.26	3.293	1.535
1638.29	3.292	1.537
1639.33	3.289	1.539
1640.36	3.288	1.539
1641.42	3.289	1.535
1642.45	3.292	1.533
1643.49	3.291	1.532
1644.52	3.290	1.534
1645.55	3.289	1.535
1646.58	3.287	1.531
1647.61	3.288	1.531
1648.65	3.286	1.531
1649.68	3.285	1.531
1650.71	3.282	1.535
1651.74	3.279	1.533
1652.77	3.276	1.528
1653.81	3.274	1.528
1654.84	3.273	1.534
1655.87	3.270	1.533
1656.90	3.268	1.534
1657.93	3.267	1.526
1659.00	3.264	1.527
1660.03	3.263	1.533
1661.06	3.260	1.533
1662.09	3.260	1.528
1663.13	3.259	1.525
1664.16	3.257	1.528
1665.19	3.256	1.527
1666.22	3.256	1.526
1667.25	3.253	1.530
1668.29	3.257	1.528
1669.32	3.256	1.527
1670.35	3.258	1.525
1671.38	3.256	1.527
1672.41	3.252	1.529
1673.45	3.252	1.526
1674.48	3.251	1.527
1675.51	3.250	1.530
1676.57	3.249	1.525
1677.60	3.245	1.525
1678.64	3.244	1.525
1679.67	3.242	1.527
1680.70	3.241	1.525
1681.73	3.239	1.523
1682.77	3.237	1.526
1683.80	3.235	1.523
1684.83	3.232	1.526
1685.86	3.229	1.525
1686.89	3.229	1.525
1687.93	3.226	1.523
1688.96	3.223	1.523
1689.99	3.222	1.524
1691.02	3.221	1.524
1692.05	3.220	1.523
1693.09	3.218	1.523
1694.15	3.220	1.524
1695.18	3.222	1.524
1696.21	3.221	1.523
1697.25	3.221	1.523
1698.28	3.218	1.524
1699.31	3.217	1.524
1700.34	3.217	1.523
1701.37	3.216	1.523
1702.41	3.215	1.524
1703.44	3.212	1.523
1704.47	3.210	1.521
1705.50	3.209	1.520
1706.53	3.207	1.524
1707.57	3.205	1.524
1708.60	3.203	1.523
1709.63	3.200	1.523
1710.66	3.199	1.521
1711.69	3.196	1.520
1712.72	3.196	1.518
1713.76	3.194	1.519
1714.79	3.192	1.518
1715.82	3.190	1.522
1716.85	3.188	1.519
1717.89	3.187	1.521
1718.92	3.186	1.520
1719.95	3.185	1.519
1720.98	3.189	1.518
1722.01	3.189	1.514
1723.05	3.190	1.518
1724.08	3.188	1.520
1725.11	3.184	1.520
1726.14	3.183	1.520
1727.17	3.183	1.514
1728.24	3.182	1.518
1729.30	3.179	1.516
1730.33	3.178	1.518
1731.37	3.176	1.518
1732.40	3.174	1.518
1733.43	3.171	1.516
1734.46	3.170	1.511
1735.49	3.169	1.513
1736.53	3.168	1.514
1737.56	3.165	1.517
1738.59	3.164	1.512
1739.62	3.162	1.518
1740.65	3.160	1.514
1741.69	3.158	1.512
1742.72	3.159	1.511
1743.75	3.157	1.512
1744.78	3.155	1.512
1745.81	3.153	1.512
1746.88	3.157	1.510
1747.91	3.157	1.511
1748.94	3.157	1.513
1749.97	3.156	1.515
1751.01	3.151	1.511
1752.04	3.153	1.509
1753.07	3.152	1.510
1754.10	3.149	1.512
1755.13	3.148	1.512
1756.17	3.145	1.511
1757.20	3.142	1.513
1758.23	3.139	1.510
1759.26	3.139	1.510
1760.29	3.136	1.509
1761.33	3.134	1.508
1762.36	3.135	1.511
1763.39	3.132	1.511
1764.42	3.131	1.508
1765.45	3.129	1.509
1766.49	3.127	1.508
1767.52	3.125	1.509
1768.55	3.124	1.509
1769.58	3.123	1.509
1770.61	3.121	1.509
1771.65	3.121	1.508
1772.68	3.121	1.510
1773.71	3.123	1.502
1774.74	3.122	1.506
1775.77	3.123	1.509
1776.81	3.119	1.509
1777.84	3.118	1.509
1778.87	3.117	1.508
1779.90	3.117	1.507
1780.97	3.113	1.510
1782.00	3.112	1.506
1783.03	3.109	1.508
1784.06	3.106	1.505
1785.09	3.103	1.506
1786.13	3.103	1.506
1787.16	3.102	1.506
1788.19	3.100	1.507
1789.22	3.100	1.506
1790.25	3.099	1.505
1791.29	3.099	1.507
1792.32	3.095	1.507
1793.35	3.094	1.507
1794.38	3.092	1.500
1795.41	3.091	1.501
1796.45	3.089	1.503
1797.48	3.088	1.502
1798.51	3.087	1.499
1799.57	3.091	1.503
1800.60	3.089	1.498
1801.64	3.091	1.499
1802.67	3.086	1.495
1803.70	3.084	1.500
1804.73	3.083	1.501
1805.77	3.080	1.497
1806.80	3.078	1.500
1807.83	3.077	1.502
1808.86	3.075	1.503
1809.89	3.071	1.496
1810.93	3.069	1.496
1811.96	3.066	1.497
1812.99	3.066	1.502
1814.02	3.062	1.495
1815.05	3.062	1.500
1816.12	3.059	1.499
1817.18	3.057	1.501
1818.21	3.057	1.496
1819.25	3.055	1.494
1820.28	3.054	1.496
1821.31	3.053	1.499
1822.34	3.050	1.497
1823.37	3.049	1.493
1824.41	3.048	1.495
1825.44	3.053	1.494
1826.47	3.052	1.498
1827.50	3.052	1.497
1828.53	3.051	1.492
1829.57	3.048	1.495
1830.60	3.047	1.496
1831.63	3.046	1.495
1832.66	3.044	1.494
1833.73	3.042	1.495
1834.76	3.038	1.494
1835.79	3.036	1.493
1836.82	3.033	1.494
1837.85	3.031	1.490
1838.89	3.030	1.492
1839.92	3.029	1.489
1840.95	3.027	1.487
1841.98	3.025	1.492
1843.01	3.023	1.488
1844.05	3.023	1.490
1845.08	3.022	1.494
1846.11	3.021	1.494
1847.14	3.019	1.493
1848.17	3.017	1.490
1849.21	3.017	1.488
1850.24	3.014	1.488
1851.27	3.018	1.494
1852.30	3.018	1.486
1853.33	3.017	1.491
1854.37	3.017	1.488
1855.40	3.015	1.486
1856.43	3.014	1.494
1857.48	3.012	1.490
1858.51	3.012	1.485
1859.54	3.011	1.484
1860.57	3.008	1.487
1861.61	3.005	1.487
1862.64	3.002	1.488
1863.67	2.999	1.488
1864.70	2.996	1.484
1865.73	2.994	1.488
1866.77	2.994	1.482
1867.80	2.991	1.481
1868.86	2.989	1.484
1869.89	2.987	1.485
1870.93	2.986	1.485
1871.96	2.983	1.486
1872.99	2.982	1.484
1874.02	2.981	1.480
1875.05	2.979	1.481
1876.09	2.977	1.483
1877.12	2.976	1.484
1878.15	2.974	1.485
1879.18	2.979	1.480
1880.21	2.978	1.483
1881.25	2.978	1.482
1882.28	2.980	1.484
1883.31	2.975	1.482
1884.34	2.974	1.479
1885.37	2.972	1.481
1886.44	2.970	1.483
1887.50	2.970	1.481
1888.53	2.966	1.484
1889.57	2.966	1.481
1890.60	2.962	1.481
1891.63	2.961	1.479
1892.66	2.957	1.478
1893.69	2.955	1.480
1894.73	2.955	1.480
1895.76	2.953	1.480
1896.79	2.950	1.479
1897.82	2.949	1.478
1898.85	2.949	1.477
1899.89	2.945	1.479
1900.92	2.945	1.477
1901.95	2.944	1.481
1902.98	2.941	1.479
1904.04	2.942	1.481
1905.08	2.943	1.477
1906.11	2.943	1.479
1907.14	2.943	1.475
1908.17	2.943	1.471
1909.21	2.942	1.476
1910.24	2.940	1.476
1911.27	2.941	1.478
1912.30	2.939	1.477
1913.33	2.937	1.471
1914.37	2.935	1.476
1915.40	2.933	1.479
1916.43	2.928	1.473
1917.46	2.925	1.473
1918.49	2.923	1.471
1919.53	2.922	1.473
1920.56	2.919	1.478
1921.62	2.919	1.472
1922.65	2.917	1.476
1923.69	2.915	1.474
1924.72	2.913	1.466
1925.75	2.910	1.467
1926.78	2.907	1.469
1927.81	2.907	1.470
1928.85	2.907	1.469
1929.88	2.906	1.466
1930.91	2.904	1.469
1931.94	2.904	1.468
1932.97	2.906	1.467
1934.01	2.906	1.468
1935.04	2.906	1.468
1936.07	2.904	1.469
1937.10	2.903	1.469
1938.13	2.903	1.469
1939.20	2.902	1.467
1940.23	2.898	1.466
1941.26	2.898	1.466
1942.29	2.895	1.465
1943.33	2.893	1.467
1944.36	2.891	1.466
1945.39	2.888	1.465
1946.42	2.885	1.465
1947.45	2.882	1.467
1948.49	2.880	1.466
1949.52	2.877	1.466
1950.55	2.878	1.466
1951.58	2.875	1.465
1952.61	2.874	1.465
1953.65	2.872	1.465
1954.68	2.872	1.463
1955.74	2.870	1.466
1956.77	2.867	1.463
1957.80	2.869	1.465
1958.84	2.873	1.464
1959.87	2.873	1.463
1960.90	2.872	1.462
1961.93	2.872	1.464
1962.97	2.868	1.467
1964.00	2.868	1.468
1965.03	2.868	1.464
1966.06	2.865	1.461
1967.09	2.865	1.464
1968.13	2.860	1.466
1969.16	2.860	1.463
1970.19	2.858	1.463
1971.22	2.856	1.463
1972.25	2.854	1.464
1973.29	2.852	1.464
1974.35	2.851	1.462
1975.38	2.848	1.462
1976.41	2.846	1.462
1977.45	2.844	1.458
1978.48	2.842	1.460
1979.51	2.841	1.460
1980.54	2.840	1.463
1981.57	2.836	1.464
1982.61	2.836	1.460
1983.64	2.833	1.460
1984.67	2.838	1.460
1985.70	2.839	1.456
1986.73	2.839	1.459
1987.77	2.840	1.459
1988.80	2.832	1.460
1989.83	2.833	1.459
1990.86	2.833	1.455
1991.92	2.830	1.454
1992.96	2.830	1.459
1993.99	2.827	1.459
1995.02	2.825	1.457
1996.05	2.822	1.460
1997.09	2.820	1.462
1998.12	2.819	1.460
1999.15	2.816	1.453
2000.18	2.815	1.456
2001.21	2.814	1.456
2002.25	2.813	1.451
2003.28	2.811	1.454
2004.31	2.810	1.454
2005.34	2.808	1.453
2006.37	2.807	1.452
2007.41	2.805	1.452
2008.44	2.802	1.451
2009.50	2.801	1.451
2010.53	2.803	1.450
2011.57	2.806	1.451
2012.60	2.805	1.452
2013.63	2.805	1.450
2014.66	2.804	1.452
2015.69	2.800	1.451
2016.73	2.799	1.452
2017.76	2.800	1.452
2018.79	2.800	1.451
2019.82	2.798	1.451
2020.85	2.795	1.449
2021.89	2.793	1.450
2022.92	2.792	1.449
2023.95	2.790	1.451
2024.98	2.789	1.451
2026.01	2.785	1.450
2027.04	2.783	1.447
2028.08	2.784	1.448
2029.11	2.780	1.451
2030.14	2.780	1.450
2031.17	2.778	1.448
2032.21	2.777	1.449
2033.24	2.775	1.442
2034.27	2.774	1.449
2035.30	2.773	1.448
2036.33	2.771	1.448
2037.37	2.770	1.447
2038.40	2.775	1.444
2039.43	2.775	1.449
2040.46	2.774	1.448
2041.49	2.771	1.448
2042.53	2.766	1.445
2043.56	2.767	1.449
2044.59	2.766	1.446
2045.62	2.766	1.445
2046.65	2.764	1.444
2047.69	2.762	1.443
2048.72	2.759	1.443
2049.75	2.757	1.439
2050.78	2.755	1.443
2051.81	2.752	1.444
2052.85	2.753	1.443
2053.88	2.749	1.442
2054.91	2.746	1.447
2055.94	2.746	1.441
2056.97	2.744	1.443
2058.01	2.743	1.436
2059.04	2.741	1.443
2060.07	2.741	1.441
2061.10	2.739	1.443
2062.13	2.738	1.440
2063.17	2.736	1.439
2064.20	2.737	1.440
2065.23	2.744	1.439
2066.26	2.742	1.441
2067.29	2.742	1.440
2068.33	2.741	1.440
2069.36	2.736	1.438
2070.39	2.738	1.436
2071.42	2.736	1.437
2072.45	2.736	1.435
2073.49	2.732	1.443
2074.52	2.730	1.437
2075.55	2.727	1.437
2076.58	2.727	1.435
2077.61	2.724	1.438
2078.68	2.723	1.437
2079.71	2.720	1.437
2080.74	2.717	1.438
2081.77	2.717	1.435
2082.81	2.716	1.435
2083.84	2.715	1.435
2084.87	2.714	1.434
2085.90	2.714	1.436
2086.93	2.713	1.434
2087.97	2.713	1.434
2089.00	2.712	1.436
2090.03	2.712	1.436
2091.06	2.715	1.436
2092.09	2.719	1.434
2093.13	2.718	1.435
2094.16	2.720	1.434
2095.19	2.717	1.436
2096.25	2.718	1.435
2097.28	2.718	1.436
2098.32	2.715	1.432
2099.35	2.715	1.433
2100.38	2.716	1.433
2101.41	2.717	1.434
2102.45	2.721	1.434
2103.48	2.661	1.434
2104.51	2.812	1.425
2105.54	3.144	1.430
2106.57	3.247	1.429
2107.61	3.266	1.432
2108.64	3.041	1.433
2109.67	1.130	1.425
2110.70	0.560	1.432
2111.73	0.472	1.430
2112.77	-0.095	1.430
2113.83	-0.665	1.429
2114.86	-0.177	1.429
2115.89	-0.333	1.427
2116.93	-0.284	1.427
2117.96	0.260	1.429
2118.99	0.433	1.427
2120.02	0.466	1.429
2121.05	0.473	1.428
2122.09	-0.568	1.425
2123.12	0.508	1.425
2124.15	-0.773	1.421
2125.18	-0.198	1.427
2126.21	0.392	1.423
2127.25	0.204	1.421
2128.28	-0.432	1.423
2129.31	0.123	1.422
2130.34	0.210	1.423
2131.40	0.091	1.424
2132.44	-0.199	1.424
2133.47	-0.107	1.424
2134.50	-0.369	1.422
2135.53	-0.072	1.423
2136.57	0.167	1.423
2137.60	0.206	1.420
2138.63	0.210	1.424
2139.66	-0.029	1.421
2140.69	-0.179	1.423
2141.73	-0.097	1.422
2142.76	-0.085	1.423
2143.79	-0.082	1.422
2144.82	-0.082	1.423
2145.85	-0.077	1.421
2146.89	-0.071	1.422
2147.92	-0.072	1.421
2148.98	-0.073	1.422
2150.01	-0.075	1.423
2151.05	-0.077	1.422
2152.08	-0.076	1.421
2153.11	-0.077	1.424
2154.14	-0.079	1.420
2155.17	-0.080	1.422
2156.21	-0.084	1.420
2157.24	-0.084	1.421
2158.27	-0.087	1.424
2159.30	-0.089	1.422
2160.33	-0.091	1.421
2161.37	-0.094	1.421
2162.40	-0.095	1.421
2163.43	-0.098	1.421
2164.46	-0.099	1.422
2165.50	-0.101	1.421
2166.56	-0.102	1.422
2167.59	-0.103	1.421
2168.62	-0.103	1.422
2169.65	-0.105	1.422
2170.70	-0.108	1.421
2171.74	-0.109	1.419
2172.77	-0.102	1.414
2173.81	-0.105	1.421
2174.84	-0.105	1.420
2175.87	-0.104	1.420
2176.90	-0.110	1.419
2177.93	-0.109	1.421
2178.97	-0.110	1.420
2180.00	-0.111	1.418
2181.03	-0.114	1.421
2182.06	-0.118	1.419
2183.09	-0.120	1.415
2184.16	-0.122	1.418
2185.19	-0.125	1.415
2186.22	-0.127	1.418
2187.25	-0.131	1.420
2188.29	-0.133	1.421
2189.32	-0.134	1.417
2190.35	-0.136	1.416
2191.38	-0.139	1.413
2192.41	-0.139	1.413
2193.45	-0.141	1.417
2194.48	-0.143	1.414
2195.51	-0.145	1.417
2196.54	-0.145	1.417
2197.57	-0.147	1.411
2198.61	-0.141	1.416
2199.64	-0.139	1.414
2200.67	-0.142	1.411
2201.73	-0.140	1.415
2202.76	-0.146	1.414
2203.80	-0.147	1.414
2204.83	-0.148	1.415
2205.86	-0.149	1.409
2206.89	-0.151	1.409
2207.93	-0.152	1.412
2208.96	-0.155	1.411
2209.99	-0.158	1.411
2211.02	-0.160	1.413
2212.05	-0.161	1.411
2213.09	-0.163	1.412
2214.12	-0.164	1.409
2215.15	-0.167	1.413
2216.18	-0.169	1.414
2217.21	-0.172	1.411
2218.25	-0.173	1.407
2219.31	-0.175	1.407
2220.34	-0.177	1.407
2221.37	-0.179	1.412
2222.41	-0.179	1.410
2223.44	-0.180	1.411
2224.47	-0.179	1.412
2225.50	-0.173	1.407
2226.53	-0.177	1.407
2227.57	-0.176	1.407
2228.60	-0.179	1.407
2229.63	-0.181	1.410
2230.66	-0.180	1.408
2231.69	-0.181	1.407
2232.73	-0.183	1.408
2233.76	-0.184	1.408
2234.79	-0.185	1.406
2235.82	-0.184	1.407
2236.88	-0.186	1.404
2237.92	-0.188	1.405
2238.95	-0.191	1.406
2239.98	-0.191	1.407
2241.01	-0.193	1.406
2242.05	-0.194	1.406
2243.08	-0.196	1.405
2244.11	-0.198	1.409
2245.16	-0.201	1.407
2246.19	-0.202	1.408
2247.22	-0.203	1.405
2248.25	-0.205	1.402
2249.29	-0.206	1.402
2250.32	-0.207	1.406
2251.35	-0.148	1.407
2252.38	-0.143	1.409
2253.44	-0.142	1.407
2254.48	-0.142	1.402
2255.51	-0.148	1.403
2256.54	-0.145	1.404
2257.57	-0.128	1.404
2258.61	-0.112	1.406
2259.64	-0.118	1.403
2260.67	-0.120	1.404
2261.70	-0.123	1.402
2262.73	-0.126	1.406
2263.77	-0.129	1.404
2264.80	-0.187	1.406
2265.83	-0.224	1.403
2266.86	-0.226	1.400
2267.89	-0.229	1.400
2268.93	-0.229	1.402
2269.96	-0.233	1.401
2270.99	-0.233	1.402
2272.05	-0.234	1.396
2273.09	-0.235	1.398
2274.12	-0.235	1.401
2275.15	-0.237	1.400
2276.18	-0.238	1.398
2277.21	-0.234	1.398
2278.25	-0.230	1.396
2279.28	-0.231	1.395
2280.31	-0.231	1.398
2281.34	-0.230	1.396
2282.37	-0.229	1.394
2283.41	-0.236	1.393
2284.44	-0.237	1.393
2285.47	-0.237	1.396
2286.50	-0.240	1.399
2287.53	-0.242	1.392
2288.60	-0.245	1.395
2289.63	-0.248	1.394
2290.66	-0.250	1.392
2291.69	-0.253	1.394
2292.73	-0.254	1.394
2293.77	-0.257	1.396
2294.85	-0.258	1.393
2295.88	-0.259	1.393
2296.91	-0.260	1.392
2297.94	-0.264	1.395
2298.97	-0.264	1.393
2300.01	-0.267	1.393
2301.07	-0.265	1.392
2302.13	-0.268	1.392
2303.17	-0.270	1.394
2304.21	-0.270	1.394
2305.25	-0.272	1.390
2306.31	-0.274	1.392
2307.34	-0.274	1.392
2308.37	-0.277	1.393
2309.41	-0.277	1.391
2310.44	-0.271	1.394
2311.47	-0.269	1.393
2312.51	-0.273	1.390
2313.54	-0.269	1.389
2314.57	-0.276	1.393
2315.61	-0.278	1.389
2316.65	-0.278	1.393
2317.68	-0.280	1.389
2318.71	-0.280	1.387
2319.74	-0.282	1.393
2320.77	-0.284	1.389
2321.81	-0.287	1.387
2322.84	-0.287	1.387
2323.90	-0.290	1.388
2324.93	-0.293	1.392
2325.97	-0.294	1.391
2327.00	-0.294	1.388
2328.03	-0.295	1.389
2329.06	-0.297	1.389
2330.09	-0.298	1.388
2331.13	-0.298	1.384
2332.16	-0.299	1.387
2333.19	-0.302	1.386
2334.22	-0.301	1.385
2335.25	-0.303	1.387
2336.29	-0.305	1.388
2337.32	-0.296	1.387
2338.35	-0.296	1.386
2339.38	-0.298	1.380
2340.41	-0.295	1.381
2341.45	-0.303	1.383
2342.48	-0.303	1.385
2343.51	-0.304	1.389
2344.57	-0.308	1.386
2345.62	-0.309	1.386
2346.68	-0.311	1.384
2347.73	-0.312	1.379
2348.76	-0.314	1.382
2349.79	-0.317	1.378
2350.82	-0.318	1.382
2351.85	-0.318	1.381
2352.89	-0.320	1.379
2353.92	-0.322	1.383
2354.95	-0.323	1.381
2355.98	-0.325	1.377
2357.01	-0.327	1.381
2358.05	-0.328	1.381
2359.08	-0.329	1.383
2360.11	-0.330	1.380
2361.14	-0.331	1.378
2362.17	-0.333	1.376
2363.21	-0.327	1.380
2364.24	-0.322	1.379
2365.27	-0.324	1.377
2366.30	-0.325	1.377
2367.33	-0.324	1.376
2368.37	-0.332	1.378
2369.40	-0.332	1.376
2370.43	-0.333	1.376
2371.46	-0.334	1.383
2372.49	-0.336	1.378
2373.53	-0.336	1.379
2374.56	-0.338	1.377
2375.59	-0.340	1.378
2376.65	-0.339	1.373
2377.68	-0.340	1.382
2378.72	-0.341	1.378
2379.75	-0.343	1.376
2380.78	-0.344	1.372
2381.81	-0.347	1.369
2382.85	-0.701	1.376
2383.88	-0.953	1.372
2384.92	-0.242	1.372
2385.95	-2.459	1.371
2386.99	-1.178	1.375
2388.02	-2.718	1.372
2389.05	-3.087	1.373
2390.09	-3.179	1.371
2391.12	-5.204	1.370
2392.15	-5.814	1.371
2393.21	-4.861	1.365
2394.28	-2.729	1.369
2395.31	-2.811	1.368
2396.34	-0.474	1.368
2397.37	1.166	1.366
2398.41	2.189	1.367
2399.44	2.076	1.370
2400.47	1.470	1.372
2401.50	1.817	1.371
2402.53	1.870	1.366
2403.57	1.880	1.367
2404.60	1.880	1.366
2405.63	1.879	1.369
2406.66	1.879	1.374
2407.69	1.877	1.367
2408.73	1.876	1.366
2409.76	1.873	1.370
2410.79	1.872	1.369
2411.82	1.870	1.369
2412.85	1.871	1.369
2413.89	1.871	1.365
2414.92	1.871	1.367
2415.95	1.870	1.365
2416.98	1.869	1.366
2418.01	1.868	1.370
2419.05	1.866	1.368
2420.08	1.875	1.368
2421.11	1.875	1.366
2422.14	1.874	1.366
2423.17	1.874	1.366
2424.21	1.868	1.364
2425.24	1.868	1.366
2426.27	1.866	1.363
2427.30	1.865	1.363
2428.33	1.863	1.363
2429.36	1.860	1.362
2430.40	1.858	1.365
2431.43	1.854	1.363
2432.46	1.853	1.362
2433.49	1.853	1.364
2434.53	1.851	1.362
2435.56	1.851	1.364
2436.59	1.851	1.364
2437.62	1.849	1.361
2438.65	1.849	1.362
2439.69	1.848	1.364
2440.72	1.846	1.362
2441.75	1.847	1.365
2442.78	1.845	1.364
2443.81	1.844	1.362
2444.85	1.842	1.363
2445.91	1.845	1.361
2446.97	1.852	1.363
2448.01	1.851	1.363
2449.04	1.850	1.363
2450.07	1.849	1.360
2451.10	1.847	1.361
2452.13	1.846	1.360
2453.17	1.846	1.362
2454.20	1.845	1.361
2455.23	1.841	1.360
2456.26	1.839	1.362
2457.29	1.838	1.364
2458.33	1.835	1.363
2459.36	1.833	1.360
2460.39	1.831	1.362
2461.42	1.830	1.357
2462.45	1.829	1.360
2463.52	1.827	1.360
2464.58	1.826	1.364
2465.61	1.824	1.356
2466.65	1.823	1.354
2467.68	1.821	1.361
2468.71	1.821	1.359
2469.74	1.819	1.362
2470.77	1.818	1.355
2471.81	1.817	1.359
2472.84	1.821	1.355
2473.87	1.830	1.359
2474.90	1.829	1.359
2475.93	1.828	1.352
2476.97	1.821	1.358
2478.00	1.819	1.358
2479.03	1.820	1.355
2480.06	1.819	1.350
2481.12	1.816	1.354
2482.19	1.814	1.351
2483.22	1.813	1.355
2484.25	1.811	1.351
2485.29	1.810	1.352
2486.32	1.809	1.355
2487.35	1.808	1.352
2488.38	1.806	1.349
2489.41	1.806	1.349
2490.45	1.805	1.348
2491.48	1.803	1.354
2492.51	1.802	1.351
2493.54	1.801	1.353
2494.57	1.800	1.349
2495.61	1.797	1.353
2496.64	1.796	1.349
2497.67	1.795	1.351
2498.73	1.794	1.350
2499.80	1.803	1.349
2500.83	1.806	1.350
2501.86	1.805	1.349
2502.89	1.805	1.350
2503.93	1.796	1.350
2504.96	1.796	1.353
2505.99	1.795	1.349
2507.02	1.792	1.347
2508.05	1.790	1.347
2509.09	1.787	1.349
2510.12	1.786	1.348
2511.15	1.786	1.348
2512.18	1.781	1.349
2513.21	1.781	1.347
2514.25	1.779	1.348
2515.28	1.779	1.349
2516.34	1.777	1.348
2517.37	1.776	1.348
2518.41	1.774	1.349
2519.44	1.772	1.349
2520.47	1.772	1.345
2521.50	1.771	1.349
2522.53	1.772	1.348
2523.57	1.769	1.347
2524.60	1.770	1.347
2525.63	1.769	1.347
2526.66	1.778	1.344
2527.69	1.778	1.344
2528.73	1.778	1.349
2529.76	1.779	1.346
2530.79	1.770	1.347
2531.82	1.773	1.348
2532.85	1.773	1.342
2533.92	1.772	1.345
2534.95	1.771	1.343
2535.98	1.769	1.344
2537.01	1.765	1.347
2538.05	1.765	1.343
2539.08	1.761	1.344
2540.11	1.759	1.347
2541.14	1.759	1.344
2542.17	1.757	1.347
2543.21	1.754	1.342
2544.24	1.754	1.344
2545.27	1.751	1.345
2546.30	1.751	1.343
2547.33	1.750	1.340
2548.37	1.747	1.344
2549.40	1.746	1.345
2550.43	1.746	1.342
2551.49	1.745	1.346
2552.52	1.746	1.338
2553.56	1.757	1.339
2554.59	1.756	1.342
2555.62	1.757	1.343
2556.65	1.753	1.342
2557.69	1.750	1.338
2558.72	1.751	1.336
2559.75	1.750	1.339
2560.78	1.747	1.343
2561.81	1.745	1.339
2562.85	1.741	1.341
2563.88	1.739	1.341
2564.91	1.736	1.338
2565.94	1.735	1.337
2566.97	1.735	1.337
2568.01	1.733	1.337
2569.07	1.731	1.337
2570.10	1.730	1.340
2571.13	1.730	1.335
2572.17	1.727	1.337
2573.20	1.724	1.338
2574.23	1.724	1.336
2575.26	1.724	1.335
2576.29	1.721	1.333
2577.33	1.720	1.335
2578.36	1.717	1.338
2579.39	1.718	1.332
2580.42	1.727	1.336
2581.45	1.728	1.333
2582.49	1.727	1.335
2583.52	1.727	1.338
2584.55	1.720	1.333
2585.58	1.721	1.334
2586.65	1.721	1.336
2587.68	1.717	1.335
2588.71	1.716	1.336
2589.74	1.715	1.329
2590.77	1.713	1.332
2591.81	1.711	1.332
2592.84	1.710	1.334
2593.87	1.708	1.332
2594.90	1.708	1.335
2595.93	1.704	1.332
2596.97	1.703	1.332
2598.00	1.702	1.332
2599.03	1.701	1.333
2600.06	1.699	1.332
2601.09	1.696	1.334
2602.13	1.697	1.331
2603.19	1.695	1.333
2604.22	1.694	1.332
2605.25	1.693	1.330
2606.29	1.697	1.331
2607.32	1.704	1.329
2608.35	1.702	1.331
2609.38	1.703	1.327
2610.41	1.700	1.327
2611.45	1.698	1.329
2612.48	1.698	1.330
2613.51	1.694	1.330
2614.54	1.694	1.328
2615.57	1.693	1.330
2616.61	1.690	1.328
2617.64	1.689	1.328
2618.67	1.689	1.326
2619.70	1.687	1.327
2620.73	1.686	1.328
2621.80	1.684	1.328
2622.83	1.683	1.325
2623.86	1.681	1.325
2624.89	1.681	1.327
2625.93	1.678	1.328
2626.96	1.677	1.328
2627.99	1.676	1.324
2629.02	1.678	1.322
2630.05	1.674	1.322
2631.09	1.674	1.327
2632.12	1.672	1.322
2633.15	1.676	1.326
2634.18	1.685	1.323
2635.21	1.684	1.327
2636.25	1.683	1.324
2637.28	1.679	1.319
2638.31	1.676	1.323
2639.34	1.678	1.326
2640.37	1.675	1.322
2641.41	1.674	1.321
2642.44	1.671	1.322
2643.47	1.670	1.322
2644.50	1.666	1.322
2645.53	1.667	1.322
2646.57	1.661	1.319
2647.60	1.661	1.320
2648.63	1.659	1.320
2649.66	1.658	1.319
2650.69	1.658	1.320
2651.73	1.656	1.322
2652.76	1.656	1.320
2653.79	1.653	1.320
2654.82	1.652	1.320
2655.85	1.653	1.322
2656.92	1.650	1.322
2657.95	1.649	1.321
2658.98	1.648	1.320
2660.01	1.652	1.321
2661.05	1.659	1.317
2662.08	1.659	1.319
2663.11	1.659	1.317
2664.14	1.656	1.321
2665.17	1.652	1.317
2666.21	1.652	1.318
2667.24	1.652	1.317
2668.27	1.649	1.318
2669.30	1.648	1.319
2670.33	1.647	1.319
2671.37	1.644	1.317
2672.40	1.642	1.316
2673.43	1.640	1.317
2674.49	1.638	1.315
2675.53	1.635	1.318
2676.56	1.632	1.319
2677.59	1.632	1.315
2678.62	1.631	1.316
2679.65	1.629	1.317
2680.69	1.627	1.317
2681.72	1.627	1.317
